RESPNO,URBRUR,ZONE,REGION,EA_SVC_A,EA_SVC_B,EA_SVC_C,EA_SVC_D,EA_FAC_A,EA_FAC_B,EA_FAC_C,EA_FAC_D,EA_FAC_E,EA_FAC_F,EA_FAC_G,EA_SEC_A,EA_SEC_B,EA_SEC_C,EA_SEC_D,EA_SEC_E,EA_ROAD_A,EA_ROAD_B,NOCALL_1,NOCALL_1OTHER,NOCALL_2,NOCALL_2OTHER,NOCALL_3,NOCALL_4,NOCALL_5,NOCALL_6,NOCALL_7,PREVINT,THISINT,ADULT_CT,CALLS,DATEINTR,STRTIME,Q1,Q2,Q2OTHER,Q3,Q4A,Q4B,Q5,Q6,Q7,Q8A,Q8B,Q8C,Q8D,Q8E,Q8F,Q9,Q10A,Q10B,Q11A,Q11B,Q12A,Q12B,Q12C,Q12D,Q12E,Q13,Q14,Q15A,Q15B,Q15C,Q16,Q17,Q18,Q19A,Q19B,Q20A,Q20B,Q21,Q22,Q23A,Q23B,Q23C,Q23D,Q24A,Q24B,Q24C,Q24D,Q24E,Q24F,Q25A,Q25B,Q26A,Q26B,Q26C,Q26D,Q26E,Q26F,Q27A,Q27B,Q27C,Q27D,Q27E,Q28A,Q28B,Q28C,Q29A,Q29B,Q29C,Q29D,Q29E,Q29F,Q29G,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,Q41,Q42A,Q42B,Q42C,Q43,Q44,Q45A,Q45B,Q45C,Q45D,Q45E,Q46,Q47A,Q47B,Q48A,Q48B,Q48C,Q48D,Q48E,Q48F,Q49,Q50,Q51A,Q51B,Q51C,Q51D,Q52A,Q52B,Q52C,Q52D,Q52E,Q52F,Q52G,Q52H,Q52I,Q52J,Q52K,Q52L,Q52M_NIG,Q53A,Q53B,Q53C,Q53D,Q53E,Q53F,Q53G,Q53H,Q53I,Q53J,Q53K_NIG,Q53L_NIG,Q53M_NIG,Q54,Q55A,Q55B,Q55C,Q55D,Q55E,Q55F,Q55G,Q55H,Q55I,Q55J,Q55K,Q55L,Q56,Q57A,Q57B,Q58,Q58OTHER,Q59A,Q59B,Q59C_NIG,Q60PT1,Q60PT1OTHER,Q60PT2,Q60PT2OTHER,Q60PT3,Q60PT3OTHER,Q61A,Q61B,Q62,Q63A,Q63B,Q63C,Q63D,Q64,Q65A,Q65B,Q65C,Q66A,Q66B,Q66C,Q66D,Q66E,Q66F,Q66G,Q66H,Q66I,Q66J,Q66K,Q66L,Q66M,Q67A,Q67B,Q68A,Q68B,Q68C,Q68D,Q68E_NIG,Q69A,Q69B,Q69C,Q69D_NIG,Q69E_NIG,Q70A,Q70B,Q71A,Q71B,Q71BOTHER,Q72,Q73A,Q73B,Q73C,Q73D,Q73E,Q74A,Q74AOTHER,Q74B,Q74BOTHER,Q75A,Q75B,Q76,Q77,Q78,Q79A,Q79B,Q80A,Q80AOTHER,Q80B,Q81A,Q81B,Q81C,Q81D,Q81E,Q82A_NIG,Q82B_NIG,Q82C_NIG,Q82D_NIG,Q82E_NIG,Q82F_NIG,Q82G_NIG,Q83A_NIG,Q83AOTHER_NIG,Q83B_NIG,Q83BOTHER_NIG,Q83C_NIG,Q83D1_NIG,Q83D1OTHER_NIG,Q83D2_NIG,Q83D2OTHER_NIG,Q84A_NIG,Q84B_NIG,Q84C_NIG,Q85A_NIG,Q85B_NIG,Q85C_NIG,Q86A_NIG,Q86B_NIG,Q86C_NIG,Q86D_NIG,Q86E_NIG,Q86F_NIG,Q86G_NIG,Q86H_NIG,Q87,Q87OTHER,Q88A,Q88B,Q89A,Q89B,Q89C,Q89D,Q89E,Q90A,Q90B,Q90BOTHER,Q91A,Q91B,Q91C,Q91D,Q92A,Q92B,Q93A,Q93B,Q94,Q95,Q96A,Q96B,Q97,Q98A,Q98AOTHER,Q98B,Q99,Q99OTHER,Q99B_NIG,Q99C_NIG,Q100,ENDTIME,LENGTH,Q101,Q102,Q102OTHER,Q103,Q103OTHER,Q104,Q105,Q106,Q107A,Q107B,Q107C,Q107D,Q107E,Q108,Q110A,Q110B,Q110C,Q110D,Q110E,Q110F,Q112,Q113,Q114,Q115,Q116,Q116OTHER,Q116A1,Q116A1_OTHER,Q117,withinwt
NIG1211,2,3,639,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,3,1,12/10/2014,12:30:00,25,620, ,2,2,2,2,1,1,1,2,1,4,2,2,0,0,0,0,0,4,1,0,0,0,1,1,2,3,4,1,4,4,2,3,2,1,1,2,1,1,0,1,2,0,1,2,3,3,1,2,2,3,1,1,2,3,3,2,1,2,3,3,2,4,1,TO GOVERN WITH THE RULE OF LAW PROVIDED,TO GOVERN TOGETHER WITH PEOPLE, ,8,11,9996,2,1,3,4,4,2,2,1,4,1,2,2,2,1,4,1,4,2,1,0,3,2,1,3,1,1,2,3,3,0,2,1,2,2,1,3,3,0,0,1,2,3,1,0,0,1,1,2,3,2,3,2,3,2,2,1,3,2,1,2,3,1,2,1,1,1,2,0,1,1,2,0,1,1,1,0,0,7,7,6, ,0,2,1,22, ,13, ,1, ,1,1,2,2,2,1,3,2,3,4,2,1,2,1,1,1,1,2,1,2,2,2,1,2,2,3,1,2,2,3,3,3,4,4,2,3,3,3,2,5, ,1,1,2,1,1,3,1, ,4, ,2,1,3,1,7,0,0,1, ,1,3,4,1,3,3,0,0,0,0,0,0,0,6, ,3, ,2,6, ,3, ,1,3,3,1,1,2,3,2,1,1,0,0,2,3,620, ,2,3,3,4,1,2,1,1,621, ,1,0,0,1,4,0,3,2,1,3,8,2,0,18, ,6,621, ,4,621,8,13:20:00,50,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG134,25,1,2,620, ,620, ,8,.82709820416319
NIG1212,2,3,639,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,5,1,12/10/2014,13:25:00,40,620, ,1,2,3,1,2,1,1,1,1,3,2,2,0,0,0,0,0,4,1,0,0,0,0,2,2,3,3,3,2,2,2,3,3,1,1,2,1,1,0,1,2,0,1,3,3,2,1,2,2,3,1,1,2,2,3,2,2,3,2,3,2,5,1,CIVILIAN GOVERNMENT,VOTING, ,17,3,9996,3,4,2,1,2,1,4,1,3,2,2,2,2,1,4,1,4,2,1,0,2,2,1,3,1,1,2,2,2,0,1,2,2,2,1,3,3,0,0,1,2,3,1,0,0,0,0,0,3,3,3,2,1,2,3,2,1,2,3,3,2,1,3,1,1,0,2,0,1,0,2,0,3,1,2,1,0,7,7,6, ,0,1,1,1, ,16, ,29, ,1,1,2,2,2,1,2,2,2,4,1,1,2,4,2,3,3,4,2,3,2,3,3,2,2,3,1,2,2,4,4,3,4,4,2,4,3,3,2,5, ,1,1,2,2,1,3,2, ,4, ,2,1,4,3,7,0,0,1, ,1,3,4,2,3,3,0,0,0,0,0,0,0,6, ,3, ,2,4, ,8, ,3,4,3,1,1,1,2,3,1,1,0,2,2,3,620, ,2,3,3,2,1,1,4,1,620, ,1,0,0,1,4,0,3,2,1,3,8,2,0,18, ,6,621, ,4,621,8,14:05:00,40,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG134,25,1,2,620, ,620, ,8,.82709820416319
NIG1213,2,3,639,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,2,1,12/10/2014,13:45:00,26,620, ,1,4,4,4,4,4,0,1,0,0,0,7,1,0,0,0,0,4,4,2,0,0,1,0,2,3,4,3,3,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,1,3,9,1,0,0,1,0,2,2,2,1,GOVERNMENT THAT IS CHOSEN BY PEOPLE,GOVERNMENT OF PEACE, ,3,4,9996,3,2,2,3,2,3,2,2,3,2,1,2,4,4,4,2,2,1,2,0,0,0,1,1,1,1,0,2,1,1,0,1,2,3,2,2,0,0,1,1,1,1,1,2,0,2,1,1,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,7,7,2,0,3,0,3,2,7,7,7,7,-1,-1,-1,7, ,0,0,0,26, ,23, ,4, ,2,1,4,2,2,2,2,5,3,2,4,3,2,3,3,3,2,3,3,3,9,2,3,3,4,4,1,2,3,3,4,0,0,1,0,1,3,3,2,-1, ,0,7,7,7,7,7,4, ,14, ,2,2,3,3,2,2,2,1, ,1,2,3,7,1,4,0,0,1,1,1,1,1,9, ,1, ,3,620,PRAYERS,2, ,3,2,4,1,9,1,2,1,1,1,2,2,2,2,620, ,1,5,3,3,1,2,2,1,621, ,1,1,0,1,4,0,3,2,3,0,2,1,3,18, ,6,621, ,3,621,2,14:30:00,45,2,1, ,620, ,1,1,3,0,0,0,0,0,0,2,2,2,2,2,2,NIG116,21,2,2,620, ,620, ,7,.82709820416319
NIG1214,2,3,639,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,2,1,12/10/2014,-1:00:00,30,620, ,1,4,2,3,3,4,0,1,0,1,1,7,1,2,2,2,2,4,4,2,0,0,1,2,2,3,3,4,3,1,0,0,1,1,2,2,0,0,0,0,1,1,1,1,1,1,2,2,3,3,1,1,3,3,1,2,2,1,0,2,1,2,1,GOVERNMENT THE TREAT US EQUAL,GOVERNMENT THAT DOES JUSTICE, ,6,6,9996,3,2,3,4,1,4,1,3,2,3,2,1,4,5,4,1,3,2,2,1,0,0,0,1,0,1,0,1,2,1,0,2,2,3,1,1,2,0,0,1,1,0,0,2,0,2,1,1,2,2,3,2,1,1,2,2,2,1,1,2,1,1,2,1,1,0,2,0,3,0,3,1,7,7,7,7,-1,-1,-1,4, ,1,1,0,620,BOKO HARAM,24, ,22, ,1,1,4,2,2,2,2,5,2,3,5,3,2,1,2,2,2,2,1,3,2,9,3,3,3,3,1,1,4,4,4,0,0,0,0,1,4,3,1,-1, ,0,7,7,7,7,7,2, ,13, ,3,3,4,2,1,1,0,1, ,1,3,2,3,4,4,0,0,0,1,1,0,3,5, ,3, ,4,6, ,3, ,4,1,5,1,2,1,2,1,1,1,3,3,3,3,620, ,1,5,4,4,1,2,2,1,621, ,1,1,0,1,4,0,3,2,3,0,2,1,3,18, ,6,621, ,3,621,2,-1:00:00,-1,2,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,1,2,2,2,NIG116,21,2,2,620, ,620, ,7,.82709820416319
NIG1215,2,3,639,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,2,1,12/9/2014,-1:00:00,23,621, ,1,4,4,4,3,4,0,2,0,0,0,5,2,0,0,0,0,4,3,3,0,0,2,1,2,3,4,3,3,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,1,3,9,1,0,0,1,0,2,2,2,1,GOVERNMENT THAT IS CHOSEN BY THE PEOPLE,GOVERNMENT THAT TREAT ITS PEOPLE EQUAL, ,3,6,9996,3,2,2,3,2,3,2,2,3,2,1,2,4,4,4,2,2,1,2,0,1,0,1,1,1,1,0,2,1,1,0,1,2,3,2,2,0,0,1,1,1,1,1,2,0,2,1,1,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,7,7,2,0,3,0,3,2,7,7,7,7,-1,-1,-1,7, ,0,0,0,9995,INSECURITY,26, ,24, ,2,1,4,2,2,2,2,5,3,4,4,2,2,2,2,2,1,2,2,2,9,2,2,2,3,3,1,2,3,3,4,0,0,9,0,1,3,3,2,9999, ,0,7,7,7,7,7,2, ,17, ,2,2,3,3,1,2,2,1, ,1,2,5,7,1,4,0,0,1,1,1,1,1,2,Selfishness,3, ,3,11, ,2, ,3,2,4,1,9,1,2,1,1,1,2,2,2,2,621, ,1,5,3,3,1,2,2,1,621, ,1,1,0,1,4,0,3,2,3,0,3,1,3,19, ,6,621, ,3,621,2,-1:00:00,-1,2,1, ,620, ,1,1,3,0,0,0,0,0,0,1,2,2,2,2,2,NIG042,20,2,2,620, ,620, ,5,.82709820416319
NIG1216,2,3,639,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,2,1,12/10/2014,13:20:00,20,620, ,1,4,4,4,3,4,0,1,0,0,0,7,2,0,0,0,0,4,3,3,0,0,2,1,2,3,4,4,4,1,0,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,1,3,9,1,0,0,1,0,2,2,2,1,GOVERNMENT CHOSEN BY THE PEOPLE,FREE AND FAIR ELECTION, ,2,3,9996,3,1,1,4,1,4,1,1,4,1,1,2,4,4,4,1,1,1,2,0,1,0,1,1,1,1,0,2,1,1,0,1,2,3,2,2,0,0,1,1,1,1,1,2,0,2,1,1,2,2,3,2,2,2,2,2,2,1,1,2,2,2,2,1,7,7,2,0,3,0,3,2,7,7,7,7,-1,-1,-1,7, ,0,0,0,9995,BAD GOVERNANCE,9995,INSECURITY,4, ,2,1,9,2,2,2,2,5,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,1,1,3,3,4,0,0,1,0,1,3,3,2,-1, ,0,7,7,7,7,7,17, ,11, ,2,2,4,4,1,2,2,1, ,1,2,5,7,1,4,0,0,1,1,1,1,1,3, ,3, ,3,11, ,2, ,4,1,4,1,9,1,2,1,1,1,2,2,2,2,620, ,0,5,3,3,1,2,2,1,621, ,1,1,0,1,4,0,3,2,3,0,2,1,5,18, ,6,621, ,3,621,2,14:05:00,45,2,1, ,620, ,1,1,3,0,0,0,0,0,0,1,1,2,2,2,2,NIG042,20,2,2,620, ,620, ,5,.82709820416319
NIG1217,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,2,2,12/8/2014,12:00:00,32,620, ,1,4,4,4,3,4,0,1,0,1,1,7,2,3,3,2,2,4,3,3,2,1,3,2,4,4,4,4,1,3,1,2,3,3,1,2,1,1,1,1,1,1,0,0,2,2,2,1,3,3,3,2,3,3,3,1,2,0,2,1,2,1,-1,VOTING,CIVILIAN GOVERNMENT, ,3,17,9996,3,1,1,4,2,2,2,3,4,1,2,1,5,5,5,1,3,2,2,1,2,2,2,2,2,2,2,1,2,1,0,0,1,2,2,2,1,0,2,2,1,2,0,1,2,1,2,3,3,2,9,1,2,1,2,2,2,1,2,2,1,1,2,2,2,0,1,0,4,0,2,0,7,7,7,7,7,7,7,3, ,2,2,1,23, ,24, ,3, ,1,0,3,1,2,2,2,4,2,3,1,1,2,1,1,2,1,1,1,2,2,1,2,2,3,3,2,4,3,3,3,0,1,1,1,0,3,4,5,7, ,1,0,0,0,0,0,4, ,2, ,3,2,4,4,4,1,1,6, ,2,3,4,5,5,5,0,0,1,1,1,0,1,5, ,6, ,4,3, ,5, ,4,1,5,1,1,1,3,2,1,2,3,3,3,2,620, ,1,5,4,4,1,3,3,1,621, ,1,1,1,1,4,0,3,2,3,2,3,1,6,19, ,6,621, ,3,621,2,12:40:00,40,1,1, ,620, ,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG134,25,1,2,620, ,620, ,8,.658965943291228
NIG1218,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,1,3,2,12/8/2014,10:02:00,18,621, ,1,4,4,4,3,4,0,0,0,0,1,7,0,1,1,1,1,4,2,2,0,0,2,1,3,4,4,3,1,2,2,2,2,3,8,2,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,2,1,2,3,1,2,0,1,1,4,1,2,PEACE AND UNITY,GOVERNMENT OF EQUAL JUSTICE, ,4,6,9996,3,1,2,2,4,3,1,1,4,1,2,1,4,5,4,1,2,2,2,1,2,3,2,2,2,1,1,2,2,1,1,1,2,3,2,2,1,0,1,2,1,2,0,1,2,1,2,3,3,2,9,1,2,1,2,2,1,2,2,1,2,2,1,1,1,0,1,0,2,0,1,0,7,7,7,7,7,7,7,4, ,1,2,2,23, ,24, ,14, ,2,1,9,3,2,2,2,4,5,1,2,1,2,2,1,1,1,2,2,2,1,1,1,1,3,3,2,4,3,2,2,0,0,1,1,0,3,3,5,2, ,1,0,0,0,0,0,2, ,5, ,1,3,3,4,3,0,1,2, ,2,3,4,5,5,5,3,2,1,1,2,2,1,2, ,3, ,3,2, ,4, ,4,2,5,1,1,1,3,2,1,2,3,3,3,3,621, ,1,5,3,3,1,2,2,1,621, ,1,0,0,0,2,0,3,2,3,0,1,1,3,18, ,6,621, ,3,621,2,10:59:00,57,1,1, ,620, ,2,4,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG121,19,1,2,634, ,633, ,5,.658965943291228
NIG1219,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,1,1,5,2,12/8/2014,11:07:00,24,620, ,1,4,4,9,3,4,0,0,0,0,1,7,1,0,0,0,0,4,1,1,0,0,3,2,3,4,4,3,2,2,2,2,2,3,8,9,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,2,3,2,3,9,2,0,2,1,3,1,2,EQUAL JUSTICE,PEOPLE SELF DETERMINATION, ,6,9,9996,3,2,2,3,3,3,2,2,3,2,2,2,4,4,4,4,2,2,2,2,9,2,9,2,2,1,1,1,1,2,1,0,1,2,3,2,2,0,0,2,2,1,2,1,1,1,1,2,3,3,2,9,1,2,1,2,2,1,1,1,1,1,1,1,1,1,2,0,3,0,1,0,7,7,7,7,-1,-1,-1,0, ,1,2,1,14, ,23, ,3, ,2,9,9,9,2,9,2,3,1,5,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,2,4,3,4,4,3,3,1,1,3,3,3,4,1, ,0,7,7,7,7,7,4, ,6, ,2,2,3,3,3,1,1,5, ,2,2,3,5,5,4,9,9,1,1,9,9,1,2, ,7, ,3,2, ,6, ,3,2,4,1,1,1,3,2,1,2,2,2,2,2,620, ,1,5,3,3,1,3,3,1,621, ,1,0,0,0,2,0,3,2,3,0,1,1,3,19, ,6,621, ,3,621,2,11:54:00,47,1,1, ,620, ,2,4,3,0,0,0,0,0,0,1,1,1,1,2,1,NIG121,19,1,2,634, ,633, ,5,.658965943291228
NIG1220,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,1,2,2,12/8/2014,11:05:00,28,620, ,1,4,4,9,3,4,0,0,0,0,1,7,0,0,0,0,0,4,1,1,0,0,3,2,3,4,4,3,2,2,2,2,2,3,8,9,0,0,0,0,0,0,0,0,0,0,7,7,3,2,3,2,3,2,3,9,2,0,2,1,3,1,-1,CIVILIAN GOVERNMENT,PEACE, ,17,4,9996,3,2,2,3,3,3,2,2,3,2,2,2,4,4,4,2,2,2,2,9,2,9,2,2,1,1,1,1,2,1,0,1,2,3,2,2,0,0,2,2,1,2,1,1,1,1,2,3,3,2,9,1,2,1,2,2,1,1,1,1,1,1,1,1,1,0,2,0,3,0,1,0,7,7,7,7,7,7,7,0, ,1,2,1,23, ,3, ,14, ,2,9,9,9,2,9,2,3,1,5,2,2,2,2,2,2,1,2,2,2,2,1,2,2,3,3,2,4,3,4,4,3,3,1,1,3,3,3,4,1, ,0,7,7,7,7,7,4, ,6, ,2,2,3,2,3,1,1,5, ,2,2,3,5,5,4,9,9,1,1,9,9,1,2, ,7, ,3,2, ,5, ,3,2,4,1,1,1,3,2,1,2,2,2,2,2,620, ,1,5,3,3,1,3,3,1,621, ,1,0,0,0,2,0,3,2,3,0,1,1,3,18, ,6,621, ,3,621,2,11:55:00,50,1,1, ,620, ,4,3,3,0,0,0,0,0,0,1,1,1,1,1,1,NIG134,25,1,2,620, ,620, ,8,.658965943291228
NIG1221,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,2,5,1,12/8/2014,10:00:00,30,620, ,1,4,4,9,4,4,0,0,0,0,0,7,0,0,0,1,0,3,0,0,0,0,3,1,2,2,2,4,3,3,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,2,3,2,1,1,1,0,0,3,1,3,2,GOVERNMENT BY FOR OF THE PEOPLE,VOTING/ELECTIONS/MULTI PARTY, ,2,3,9996,1,2,2,2,2,1,2,2,2,3,2,2,2,3,4,3,2,2,1,2,3,1,3,2,2,1,0,1,1,2,2,2,1,2,2,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,1,2,2,1,9,7,7,2,0,3,0,3,0,3,0,7,7,7,7, ,0,0,0,32, ,14, ,24, ,2,0,9,9,9,9,9,3,3,4,1,2,2,2,2,1,1,1,2,2,2,3,2,4,3,2,2,2,3,4,9,9,9,9,9,2,3,2,2,0, ,0,7,7,7,7,7,4, ,18, ,2,2,1,3,3,1,1,9999, ,9,9,9,9,9,9,9,9,9,9,9,9,9,3, ,3, ,3,7, ,9, ,1,3,4,1,1,2,3,2,2,2,3,3,3,3,620, ,9,5,3,3,1,3,2,1,621, ,1,0,0,0,0,0,3,2,1,3,4,1,0,18, ,6,621, ,3,9999,99,10:50:00,50,2,1, ,620, ,2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,NIG042,20,2,2,620, ,620, ,5,.658965943291228
NIG1222,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,2,1,12/8/2014,10:55:00,26,620, ,1,2,4,9,9,5,0,0,0,0,0,9,0,0,0,0,0,4,3,0,0,0,3,1,2,2,3,2,2,4,0,0,1,1,8,2,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,3,3,3,1,1,1,1,0,1,1,1,-1,CIVILIAN POLITICS/GOVERNMENT,CHANGE OF GOVERNMENT,"""GOVERNMENT BY, FOR, OF THE PEOPLE/POPULAR RULE""",17,18,2,3,3,1,2,4,2,1,2,3,3,2,1,3,4,3,2,2,9,2,2,1,0,1,0,2,1,1,1,2,2,1,1,2,2,2,1,1,0,1,1,1,1,0,0,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,9,9,9,1,7,7,2,0,4,0,3,0,7,7,7,7,7,7,7,8, ,0,0,0,4, ,14, ,23, ,2,0,9,1,2,2,1,3,5,3,4,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,1,2,2,3,4,9,9,9,9,9,3,3,1,0, ,0,0,0,0,0,0,5, ,18, ,2,2,2,1,2,2,1,1, ,1,9,9,9,9,9,9,9,9,9,9,9,9,1, ,1, ,3,7, ,12, ,1,1,3,1,1,1,3,2,2,2,2,3,3,3,620, ,9,5,3,3,1,2,1,1,621, ,1,1,0,0,3,0,2,2,1,1,95,1,3,18, ,6,621, ,4,9999,6,11:40:00,45,2,1, ,620, ,1,1,4,0,0,0,0,0,0,1,2,2,2,2,1,NIG042,20,2,2,620, ,620, ,5,.658965943291228
NIG1223,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,0,2,3,1,12/8/2014,11:31:00,28,620, ,1,1,4,9,9,5,0,0,0,0,1,7,0,0,0,0,0,4,0,0,0,0,3,1,2,2,3,4,3,3,0,0,1,1,8,1,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,3,3,1,1,1,0,0,2,1,2,2,GOVERNMENT OF PEACE,GOVERNMENT OF EQUALITY,GOVERNMENT OF JUSTICE,4,3,6,3,2,1,2,2,4,1,1,3,5,1,1,3,4,3,2,4,1,2,3,1,3,1,2,1,0,1,1,2,2,1,1,2,2,2,1,1,0,1,1,0,1,0,0,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,1,1,1,1,7,7,2,0,4,0,3,0,7,7,7,7,7,7,7,7, ,0,0,0,4, ,620,BOKO HARAM,24, ,2,1,9,9,9,9,9,3,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,2,3,4,9,9,1,0,2,2,3,1,0, ,0,7,7,7,7,7,2, ,5, ,3,2,2,2,2,1,1,1, ,1,9,9,9,9,9,9,9,9,9,9,9,9,3, ,1, ,3,9, ,11, ,2,2,4,1,9,1,3,1,1,1,2,2,2,3,620, ,9,5,3,3,1,1,2,1,621, ,1,0,0,0,0,0,2,2,1,0,4,1,0,18, ,6,621, ,3,9999,8,12:17:00,46,2,1, ,620, ,1,4,1,0,0,0,0,0,0,1,2,2,2,2,2,NIG116,21,2,2,620, ,620, ,7,.658965943291228
NIG1224,2,3,639,1,1,9,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,9997, ,9997, ,9997,9997,9997,9997,9997,2,2,2,1,12/8/2014,12:30:00,30,620, ,2,4,9,9,5,1,0,0,0,0,1,7,0,0,0,0,0,0,3,0,0,0,3,2,2,2,3,2,3,3,0,0,0,0,8,2,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,2,2,2,0,0,0,0,0,1,1,1,-1,GOVERNMENT OF EQUALITY,GOVERNMENT OF TOGETHERNESS,GOVERNMENT OF PEACE,6,11,4,3,2,2,3,2,2,2,2,2,2,2,2,3,4,3,2,4,1,2,3,1,3,1,2,1,0,1,1,2,2,1,1,2,2,2,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,1,1,1,1,1,2,1,7,7,2,0,4,0,3,0,7,7,7,7,7,7,7,8, ,0,0,0,620,BOKO HARAM,23, ,14, ,2,1,9,9,9,9,9,3,1,4,4,2,2,2,2,2,2,2,3,2,2,3,3,2,3,3,1,2,2,3,4,9,9,9,9,9,2,2,1,0, ,0,7,7,7,7,7,2, ,5, ,3,3,2,1,2,1,2,1, ,1,9,9,9,9,9,9,9,9,9,9,9,9,3, ,1, ,3,620,PRAYERS,96, ,1,1,1,1,1,1,3,2,2,1,2,3,3,3,620, ,9,5,3,3,1,1,2,1,621, ,1,0,0,0,3,0,2,2,0,0,95,1,0,18, ,6,621, ,9,621,2,13:15:00,45,2,1, ,620, ,2,1,4,0,0,0,0,0,0,1,1,1,2,2,2,NIG116,21,2,2,620, ,620, ,7,.658965943291228
